entity,code,year,wheat_yield_gap,corn_yield_gap,rice_yield_gap,share_below_3_daily,kilo_cals_consumed_daily,trade_of_gdp,allocations,binary,wheat_yield_gap_lag1,wheat_yield_gap_lag2,wheat_yield_gap_lag3,corn_yield_gap_lag1,corn_yield_gap_lag2,corn_yield_gap_lag3,rice_yield_gap_lag1,rice_yield_gap_lag2,rice_yield_gap_lag3,share_below_3_daily_lag1,share_below_3_daily_lag2,share_below_3_daily_lag3,kilo_cals_consumed_daily_lag1,kilo_cals_consumed_daily_lag2,kilo_cals_consumed_daily_lag3,trade_of_gdp_lag1,trade_of_gdp_lag2,trade_of_gdp_lag3,famine_risk_score,predicted_famine
Chile,CHL,2003,1.1969995,0.5622997,4.0506997,7.940843,2885.8123,65.69342,,0,1.7079997,1.1353998,2.1921997,1.1479998,1.1594,1.1147003,3.7985997,5.1310997,4.2696,8.604807,7.396567,7.9555154,2823.9297,2784.6907,2765.411,58.71192,53.836178,53.92075,0.359641912289458,1
Honduras,HND,1999,3.165,3.1351,4.075,32.1215,2286.1401,121.502106,,0,3.14,2.9733,3.0396001,3.3043003,2.8009,2.742,3.7132,3.1572,3.5832,32.306,27.518833,38.15779,2311.6445,2317.5012,2335.5698,122.69671,121.46619,122.72511,0.35560360096946037,1
Peru,PER,2002,4.4744,4.9691997,0.6723995,24.392582,2289.194,35.24918,,0,4.5735,4.5403004,4.5323,5.0513,5.2281,5.3346996,0.66589975,0.76989985,1.1086001,27.397076,25.541615,26.29624,2270.9688,2312.7769,2223.0464,35.0644,35.538033,33.205776,0.3538005767842545,1
France,FRA,1984,1.1502995,3.9498997,5.4804,0.49920356,3439.779,49.401695,,0,2.828,3.7366002,4.1877003,4.7505,5.7860003,4.8706,5.0022006,5.1931005,5.1323,0.24820168,0.4889663,0.0,3382.2808,3244.7458,3298.9036,42.637543,38.369675,32.89783,0.3491213920775142,1
Thailand,THA,2015,2.915,0.0,1.6693997,0.1318818,2775.5615,124.83966,,0,2.8377,2.67,3.0504,0.0,0.0,0.0,1.4613998,1.3736997,1.3334999,0.2288203,0.21261503,0.38783246,2760.611,2722.8406,2752.7222,130.9055,132.46228,137.67494,0.3405464956003406,1
Thailand,THA,1999,3.2269,0.2173996,2.0956,8.32063,2530.242,100.70629,,0,3.2305999,3.2745001,3.22,0.42519975,0.32219982,0.8355999,2.1019998,2.1102,2.1678998,5.7169533,6.424815,9.249987,2573.8137,2542.7144,2372.3345,100.24047,84.27415,81.248955,0.33979955429478925,1
Peru,PER,2022,4.0529003,4.1418996,0.0,4.840824,2853.6084,57.296974,,0,4.1069,4.1866,4.2577,4.0768995,4.3138995,4.1555996,0.0,0.0,0.0,5.1898446,10.308157,5.419252,2847.989,2863.228,2836.5437,55.42725,44.245968,46.943504,0.3347843927223748,1
Iran,IRN,2016,2.0688002,2.6461997,3.0691996,2.9715514,2925.908,39.877243,,0,2.5141,2.7847,3.0762,2.9969993,2.9292994,3.6440997,3.5400996,3.6157994,3.6337,2.99278,3.2981892,1.9017428,2912.9822,2934.608,2909.875,39.42259,45.35142,47.08672,0.3346776028551116,1
Pakistan,PAK,2004,2.3867002,1.3111997,2.6386,40.866104,2119.574,24.808334,,0,2.4346,2.5224001,2.7416,2.3968997,2.3746996,2.5715997,2.8758001,2.737,2.7615,56.245186,50.284134,45.318882,2131.7979,2219.1602,2258.8674,23.577208,34.011726,38.330128,0.3335432816236656,1
Brazil,BRA,2021,1.1378999,0.4102993,0.0,7.4646964,3374.659,37.65633,,0,1.3920999,1.3421998,1.3708,0.0,0.0,0.0,0.0,0.0,0.0,2.7703788,7.0203094,6.8849216,3322.7468,3350.083,3339.502,32.30208,28.890259,28.876204,0.33327728566206416,1
Brazil,BRA,2001,2.0512,1.6580999,2.7094996,17.547113,2902.938,26.936285,,0,2.0300999,2.3888998,2.3641,2.2834997,2.2635999,2.4371998,2.8791995,3.4301996,3.2189996,20.02006,19.134346,20.380136,2871.0835,2858.268,2858.5095,20.982166,16.438585,16.57621,0.3323132896200327,1
Paraguay,PRY,2018,2.97,0.034999847,0.6699996,3.0729103,3111.862,72.06922,,0,2.65,2.45,2.7514,0.0,0.0,0.0,0.3699994,0.3699994,0.26869965,2.375072,4.169227,4.2111597,3103.4253,3069.4773,3096.1138,71.08013,67.759315,66.91506,0.3275210133730359,1
Brazil,BRA,1998,2.3888998,2.2635999,3.4301996,19.134346,2858.268,16.438585,,0,2.3641,2.1665998,2.458,2.4371998,2.5838997,2.4594998,3.2189996,3.2921996,3.3831997,20.380136,20.650272,19.514116,2858.5095,2843.2766,2814.711,16.57621,15.6355915,16.98446,0.32657919863834506,1
Madagascar,MDG,2021,1.8692999,3.2038,3.2333,69.17264,1925.5424,55.21586,5950000.0,1,1.8744998,1.8776999,1.9305999,3.3609,3.4622998,3.4736,2.4398,2.4651,3.376,67.31981,65.2948,55.31215,2097.776,2093.6055,1966.4911,52.651714,57.874893,59.130085,0.3263180951648192,1
Paraguay,PRY,2005,2.4582,2.9550002,3.9251995,10.052331,2812.1511,85.021965,,0,2.45,2.45,2.9236999,2.4845002,2.6451,2.6858,2.9376993,3.3316996,3.0858996,10.718931,13.827893,19.587046,2859.8481,2914.373,2836.6777,80.10445,81.127365,79.44157,0.3261202743208562,1
Italy,ITA,2015,1.622,0.074599266,2.5614996,2.0502882,3521.3325,55.435684,,0,1.7393,1.7059,1.4207001,0.0,1.101099,1.7674999,2.9251995,2.6057992,2.4266996,1.4488131,1.6131835,1.4115522,3514.61,3638.0947,3639.7566,54.45453,54.034184,54.884495,0.32510355115114675,1
Ukraine,UKR,2011,2.7967,2.955399,3.6300998,0.07094681,3139.923,104.80508,,0,3.4683998,3.057,2.4801998,4.885299,4.3804994,4.7088995,4.3187995,3.5372996,4.2840996,0.13373865,0.31702265,0.12728716,3097.0466,3149.7148,3271.7778,95.72973,87.476166,94.17189,0.3231599291276078,1
Chile,CHL,2000,1.7079997,1.1479998,3.7985997,8.604807,2823.9297,58.71192,,0,1.1353998,2.1921997,2.0042999,1.1594,1.1147003,1.6219006,5.1310997,4.2696,4.6566,7.396567,7.9555154,10.485112,2784.6907,2765.411,2723.6665,53.836178,53.92075,52.807686,0.3206387323855169,1
Niger,NER,2007,2.8405998,1.6026,2.33,82.92745,2360.1562,35.502804,,0,2.5856998,1.4499998,1.5299997,1.8645,1.8591,1.9882,2.0909998,3.7057,2.6371999,83.848526,88.91248,88.037,2342.3413,1874.333,1937.6879,38.34774,33.64253,28.70665,0.31602066866212736,1
Romania,ROU,1997,2.5496998,5.6129,6.6933994,4.2488422,3087.5198,63.205242,,0,2.4696999,3.0164998,3.3649998,6.6384997,6.6983,7.7831,5.467,6.0864997,6.9958,3.496788,18.412,0.0,3067.9177,2973.0857,2882.2175,56.291225,51.86707,63.990246,0.314186024060787,1
Pakistan,PAK,2013,1.9643002,0.0,1.8771999,21.246376,2306.8447,30.890274,,0,1.9272001,2.2072,2.0444,0.17029977,0.35479975,0.73349977,2.0361001,2.5712,2.3123999,25.933521,26.655596,34.867947,2326.2458,2316.6196,2150.2456,32.362637,31.989002,30.787882,0.31382716556510626,1
Peru,PER,2017,4.315,4.2274,0.050899506,7.314062,2767.563,47.51355,288286.0,1,4.2577,4.2671003,4.2646,4.1555996,4.2411995,4.4798994,0.0,0.0,0.0,7.469328,7.958062,7.9933114,2757.1624,2763.741,2737.0217,45.38884,45.16277,46.853123,0.313025138964332,1
Hungary,HUN,2004,0.6925998,2.6587992,5.9602995,0.26315594,3202.1946,123.615685,,0,2.2151997,1.2066998,2.7450998,3.2469997,5.8099995,6.16,6.0541997,6.2391996,6.7180996,0.72087806,1.9131687,0.0,3008.7434,3032.1643,3107.138,113.86953,56.305996,53.413536,0.31294769234959996,1
Chile,CHL,1996,2.1921997,1.1147003,4.2696,7.9555154,2765.411,53.92075,,0,2.0042999,2.1413,2.5718997,1.6219006,2.0716,2.4204998,4.6566,4.8356,4.8666,10.485112,11.06924,16.03024,2723.6665,2673.1707,2526.3308,52.807686,55.541748,61.208637,0.3116341446546597,1
Bolivia,BOL,2009,3.0238,2.8115,3.3598998,10.036579,2128.0427,68.627075,,0,3.0169,3.389,3.1987,3.318,3.5145,3.0228999,3.3862998,3.4888997,2.9088,10.567209,12.068799,15.90901,2142.3274,2162.7737,2157.9377,82.86702,76.06191,74.53785,0.3095213028994722,1
Iran,IRN,2017,2.2497,3.3375993,2.6040998,2.6673317,2858.6924,43.155693,,0,2.0688002,2.5141,2.7847,2.6461997,2.9969993,2.9292994,3.0691996,3.5400996,3.6157994,2.9715514,2.99278,3.2981892,2925.908,2912.9822,2934.608,39.877243,39.42259,45.35142,0.3047020885009041,1
Spain,ESP,2000,1.5402997,0.80429935,2.3038993,0.91269135,3299.6497,60.121624,,0,2.5412998,1.7975998,2.3901997,0.5391998,0.54690075,0.8699007,1.8311996,2.3042994,2.5404997,0.720118,0.95270455,0.9859978,3260.1687,3264.091,3235.0332,54.696915,52.730312,51.22714,0.3035303123631687,1
Spain,ESP,1996,1.6383996,1.4892006,2.3862,1.4911164,3296.649,46.297752,,0,3.1639,2.4556997,2.1907997,2.7741003,3.1634002,3.8464003,3.3240995,3.2590995,2.7005997,1.4823424,1.2453303,1.4910034,3166.2598,3258.6807,3270.072,44.830627,41.69588,36.995163,0.2979822624193414,1
Peru,PER,2008,4.4361,4.6727,0.051099777,15.808908,2516.82,58.43377,,0,4.5638003,4.484,4.476,4.8028994,4.9271,5.0111,0.6782994,0.48679972,0.46289968,18.893312,21.847258,25.375208,2443.5151,2407.79,2375.594,55.688114,51.785057,47.35732,0.29788932512383276,1
Italy,ITA,1983,2.9345,2.9759998,3.6443996,0.21823193,3350.4724,40.09728,,0,2.8541002,2.8402,2.8635,3.0491,2.5183997,3.0287995,3.5317993,3.9531999,3.7444997,0.23414682,0.19014198,0.22686729,3380.4868,3495.2139,3590.7954,43.40824,45.177914,42.87384,0.29758379767486237,1
Spain,ESP,2006,1.7644997,0.27629948,2.5707994,0.8842268,3179.5325,56.083927,,0,2.8693,1.3771996,1.7163997,0.41009998,0.0,0.97920036,2.4533997,2.1684995,2.0933995,0.8567684,1.0159495,0.90824413,3178.1094,3206.6165,3258.9514,54.699165,54.47952,53.43579,0.29631937285089627,1
Spain,ESP,2010,1.5901997,0.0,1.7763996,0.74951375,3181.8904,52.69337,,0,1.9296997,1.3916996,1.0707998,0.0,0.113900185,0.017299652,1.7106996,2.4479995,2.2471995,0.8649965,0.55873156,0.5590894,3144.441,3139.1667,3162.6348,46.83669,55.828133,57.62695,0.29240031140573525,1
Ukraine,UKR,2019,1.9933996,2.2050996,4.1728997,0.18007751,2894.4573,90.51124,557963.0,1,2.4258,2.0403,1.9443998,1.5560994,3.8943992,2.7975993,3.8770995,4.3353996,3.9782996,0.23609516,0.08330421,0.24907406,2938.9966,2982.7441,3012.3137,99.199814,104.03498,105.5212,0.2915176515138693,1
Spain,ESP,2011,1.1924996,0.0,1.7899995,1.2902318,3201.4238,58.51182,,0,1.5901997,1.9296997,1.3916996,0.0,0.0,0.113900185,1.7763996,1.7106996,2.4479995,0.74951375,0.8649965,0.55873156,3181.8904,3144.441,3139.1667,52.69337,46.83669,55.828133,0.2863782539166494,1
Spain,ESP,2005,2.8693,0.41009998,2.4533997,0.8567684,3178.1094,54.699165,,0,1.3771996,1.7163997,1.5402997,0.0,0.97920036,0.80429935,2.1684995,2.0933995,2.3038993,1.0159495,0.90824413,0.91269135,3206.6165,3258.9514,3299.6497,54.47952,53.43579,60.121624,0.2842501675065818,1
Brazil,BRA,2003,1.5964999,1.3326998,2.7009997,17.128704,3086.1929,28.140385,,0,2.5246,2.0512,2.0300999,2.0040998,1.6580999,2.2834997,2.6253996,2.7094996,2.8791995,16.193521,17.547113,20.02006,2941.602,2902.938,2871.0835,27.618357,26.936285,20.982166,0.2824876735330531,1
Turkey,TUR,2017,1.8539996,0.0,1.1411991,1.1253557,3699.1553,56.13566,,0,1.9529998,1.7796996,2.2305999,0.0,0.0,0.0,1.4327989,1.4190993,1.7206993,0.8960857,1.3328121,1.0181623,3652.14,3698.7979,3666.4033,48.870182,51.874924,54.306774,0.2819674165188184,1
Bolivia,BOL,2015,2.5891998,3.2371001,2.3901,6.209847,2338.576,67.932846,,0,3.2448,3.1932998,3.3913999,3.4581,3.4858,2.7783,2.7928,2.8966997,2.5463,5.5981646,6.7578287,7.876712,2277.8997,2287.613,2277.3906,85.26447,81.23091,84.94876,0.2770338202333832,1
China,CHN,1993,1.7412,3.967,1.9020996,76.757614,2571.4824,35.90864,,0,2.0659,2.2771,2.2909,4.406,5.0095,4.9698,2.0238996,2.337,2.3773994,83.03197,81.39909,91.367455,2529.7139,2454.54,2434.0334,24.225983,24.813833,18.99634,0.2769806712544716,1
Greece,GRC,2012,2.465,0.0,1.8673992,2.1395428,3490.9165,62.39421,,0,2.4296,2.5256002,2.3864,0.0,0.0,0.0,1.251399,2.4316998,1.6917992,1.4706451,1.0666922,0.6387006,3499.157,3502.4998,3501.8235,56.292995,50.92252,46.37796,0.27266396534752435,1
Peru,PER,2010,4.3976,4.5401,0.07499981,11.2005625,2592.4116,51.67281,,0,4.3885,4.4361,4.5638003,4.611,4.6727,4.8028994,0.0,0.051099777,0.6782994,13.673301,15.808908,18.893312,2565.2964,2516.82,2443.5151,48.11193,58.43377,55.688114,0.2629745619303591,1
Brazil,BRA,2008,1.4503,0.97999954,1.7188997,9.121086,3201.35,27.25757,,0,1.7801001,2.4073,2.0264997,1.2747998,1.6776998,2.0196998,2.1239996,2.0701995,2.5808995,10.79048,11.369176,13.664847,3129.798,3120.5635,3102.2305,25.292612,26.0417,27.086796,0.26171980392578187,1
Brazil,BRA,2002,2.5246,2.0040998,2.6253996,16.193521,2941.602,27.618357,,0,2.0512,2.0300999,2.3888998,1.6580999,2.2834997,2.2635999,2.7094996,2.8791995,3.4301996,17.547113,20.02006,19.134346,2902.938,2871.0835,2858.268,26.936285,20.982166,16.438585,0.2612071974125105,1
Bulgaria,BGR,2008,1.6726003,5.9151998,4.4078994,1.9363105,2770.338,124.68875,,0,3.6427,2.4373999,2.7329,5.4981,5.5371995,7.2571993,4.7252994,4.962,6.1658,2.4930525,8.020828,0.0,2725.389,2752.7556,3055.51,123.532555,111.04746,100.0498,0.25999284695303737,1
Romania,ROU,2011,1.8949997,5.3007994,4.2195997,7.1170635,3394.4773,76.271355,,0,2.86,3.1295,2.1377997,5.5123997,6.4131,6.6028996,4.4043994,3.9437995,4.4373994,6.291244,5.3453255,6.045683,3358.2012,3598.4016,3606.634,69.95493,58.47006,65.1752,0.25900625790387855,1
Spain,ESP,1998,1.7975998,0.54690075,2.3042994,0.95270455,3264.091,52.730312,,0,2.3901997,1.6383996,3.1639,0.8699007,1.4892006,2.7741003,2.5404997,2.3862,3.3240995,0.9859978,1.4911164,1.4823424,3235.0332,3296.649,3166.2598,51.22714,46.297752,44.830627,0.25783925203292296,1
Bolivia,BOL,2017,3.4252,3.3827,2.7907999,6.4122796,2380.289,45.57611,,0,2.8765998,2.5891998,3.2448,3.1329,3.2371001,3.4581,3.0771,2.3901,2.7928,7.1725206,6.209847,5.5981646,2382.6685,2338.576,2277.8997,56.401035,67.932846,85.26447,0.25226153512084126,1
Bolivia,BOL,2014,3.2448,3.4581,2.7928,5.5981646,2277.8997,85.26447,,0,3.1932998,3.3913999,3.3369,3.4858,2.7783,3.1534,2.8966997,2.5463,3.1590998,6.7578287,7.876712,6.9346743,2287.613,2277.3906,2266.2852,81.23091,84.94876,82.48039,0.2516070915261039,1
Bulgaria,BGR,2010,2.2215,3.818799,4.5747995,2.6657894,2775.1985,103.38052,,0,2.6527,1.6726003,3.6427,5.3628993,5.9151998,5.4981,4.1436996,4.4078994,4.7252994,1.7649869,1.9363105,2.4930525,2769.373,2770.338,2725.389,92.69264,124.68875,123.532555,0.25012526072972396,1
Honduras,HND,2005,3.1088,2.8213,2.5183,31.339815,2297.0952,136.48976,,0,3.1127,3.14,3.1096,2.9745002,2.8028002,2.9945002,2.1550002,2.7221003,3.9027002,33.293827,34.000458,28.954807,2297.5413,2310.7463,2316.0996,135.46176,122.248276,117.99745,0.24972598143317806,1
Peru,PER,2016,4.2577,4.1555996,0.0,7.469328,2757.1624,45.38884,,0,4.2671003,4.2646,4.3224,4.2411995,4.4798994,4.3714,0.0,0.0,0.0,7.958062,7.9933114,8.616563,2763.741,2737.0217,2702.1614,45.16277,46.853123,49.787144,0.24933238234263094,1
Thailand,THA,2002,3.2135,0.055499792,1.5861998,4.658517,2610.83,114.96974,,0,3.2231,3.2269,3.2305999,0.098499775,0.2173996,0.42519975,1.9071999,2.0956,2.1019998,8.432363,8.32063,5.7169533,2576.5244,2530.242,2573.8137,121.29796,100.70629,100.24047,0.24906669218844904,1
World,OWID_WRL,1995,2.1441996,3.5795999,1.9893999,39.21483,2610.1233,42.92847,,0,2.1622999,2.1029997,2.1059997,3.2777,3.7591996,3.4832997,1.9888997,2.034,2.062,40.57449,41.93418,42.433163,2588.2222,2566.9763,2565.3564,41.223984,40.281494,40.749634,0.24786499982804372,1
Chile,CHL,1994,2.0042999,1.6219006,4.6566,10.485112,2723.6665,52.807686,,0,2.1413,2.5718997,2.7498999,2.0716,2.4204998,3.4390001,4.8356,4.8666,5.0948997,11.06924,16.03024,21.72764,2673.1707,2526.3308,2437.572,55.541748,61.208637,53.34256,0.24772033920962774,1
Honduras,HND,1995,3.0453,2.7204,3.6497002,34.42179,2327.5498,114.53765,,0,3.0329,3.0579002,3.0474,2.9763002,2.9906,3.0658002,3.7694001,3.6064,3.5669,32.93872,31.294764,36.488472,2303.3997,2284.6582,2281.181,114.43811,98.24847,84.75846,0.2474753655858186,1
Paraguay,PRY,2021,2.5883,0.90059996,0.33739948,1.8594977,3098.446,69.74227,,0,1.9401999,1.8499999,2.97,0.0,0.0,0.034999847,0.37129927,0.3699994,0.6699996,2.5551214,2.4438963,3.0729103,3115.617,3103.7358,3111.862,62.760216,71.22216,72.06922,0.24582197134651884,1
Kyrgyzstan,KGZ,2007,1.5114999,4.0801,6.5463996,23.345211,2591.4575,137.0584,,0,1.4416001,1.2689998,1.0755999,4.0703998,4.0752,3.9462004,6.4066997,6.4182997,6.3647995,26.003239,36.573135,32.539616,2559.062,2645.7747,2642.113,120.749985,95.08401,93.815735,0.24449202729751393,1
Thailand,THA,2009,3.0717,0.0,1.6120999,0.7856127,2659.989,119.26942,,0,3.0952,3.1117,3.1278,0.0,0.0,0.0,1.5225999,1.4758997,1.5696998,0.9915566,1.2836678,2.219008,2698.4988,2723.733,2767.2837,140.43701,129.87323,134.08694,0.24413660846918492,1
Honduras,HND,2007,3.1005,2.6678,1.2117,22.01385,2353.636,135.07063,,0,3.1047,3.1088,3.1127,2.8206,2.8213,2.9745002,1.3371,2.5183,2.1550002,27.306683,31.339815,33.293827,2325.1926,2297.0952,2297.5413,133.13184,136.48976,135.46176,0.24400921393779718,1
World,OWID_WRL,1997,1.9242997,3.2382994,1.8313,37.58953,2628.8784,44.83588,,0,2.0759997,2.1441996,2.1622999,3.1832995,3.5795999,3.2777,1.8643999,1.9893999,1.9888997,37.943718,39.21483,40.57449,2617.7515,2610.1233,2588.2222,43.04453,42.92847,41.223984,0.24373977143768938,1
Iran,IRN,2018,2.0672,3.3375993,2.9837995,3.1507306,2828.547,56.61535,,0,2.2497,2.0688002,2.5141,3.3375993,2.6461997,2.9969993,2.6040998,3.0691996,3.5400996,2.6673317,2.9715514,2.99278,2858.6924,2925.908,2912.9822,43.155693,39.877243,39.42259,0.24152881559089118,1
Italy,ITA,2006,1.8204999,1.0714998,2.962799,0.7647415,3644.9631,52.923542,,0,1.9148002,1.8801999,2.8018,0.43219948,0.30249977,2.3188996,2.9325995,2.6082993,2.8270998,0.7962184,0.79068196,0.8816184,3576.2834,3631.626,3629.0461,49.122173,47.26639,45.994087,0.24064830513322222,1
Bolivia,BOL,2004,3.2434998,3.9155002,3.3828998,13.245265,2047.3685,57.464268,,0,3.425,3.3209999,3.4608,3.463,3.4157,3.5041,3.5623999,3.2846997,3.6465998,23.888046,22.324232,28.253988,2088.4539,2063.0713,2049.1453,49.35026,45.22782,45.597775,0.23888829904953676,1
Spain,ESP,2008,1.3916996,0.113900185,2.4479995,0.55873156,3139.1667,55.828133,,0,1.0707998,1.7644997,2.8693,0.017299652,0.27629948,0.41009998,2.2471995,2.5707994,2.4533997,0.5590894,0.8842268,0.8567684,3162.6348,3179.5325,3178.1094,57.62695,56.083927,54.699165,0.23816659623535677,1
Italy,ITA,1982,2.8541002,3.0491,3.5317993,0.23414682,3380.4868,43.40824,,0,2.8402,2.8635,2.9487,2.5183997,3.0287995,3.1827002,3.9531999,3.7444997,3.2051997,0.19014198,0.22686729,0.48833704,3495.2139,3590.7954,3604.4446,45.177914,42.87384,43.60991,0.23522775330378354,1
World,OWID_WRL,1993,2.1029997,3.7591996,2.034,41.93418,2566.9763,40.281494,,0,2.1059997,2.1985998,2.0773997,3.4832997,3.6899996,3.6958995,2.062,2.113,2.1213999,42.433163,43.08289,43.388023,2565.3564,2557.8862,2579.3457,40.749634,37.880108,38.011364,0.23501176389379755,1
Spain,ESP,2007,1.0707998,0.017299652,2.2471995,0.5590894,3162.6348,57.62695,,0,1.7644997,2.8693,1.3771996,0.27629948,0.41009998,0.0,2.5707994,2.4533997,2.1684995,0.8842268,0.8567684,1.0159495,3179.5325,3178.1094,3206.6165,56.083927,54.699165,54.47952,0.22894385956216765,1
Peru,PER,2015,4.2671003,4.2411995,0.0,7.958062,2763.741,45.16277,,0,4.2646,4.3224,4.3309,4.4798994,4.3714,4.3315997,0.0,0.0,0.0,7.9933114,8.616563,9.527239,2737.0217,2702.1614,2671.3691,46.853123,49.787144,52.619896,0.22844579520260894,1
Brazil,BRA,2018,1.3708,0.0,0.0,6.8849216,3339.502,28.876204,,0,1.721,0.84489965,1.7721999,0.0,0.77229977,0.0,0.0,0.48569965,0.19749975,6.938964,6.4787097,5.3538465,3296.8184,3280.2747,3299.9934,24.319735,24.533682,26.953627,0.22134627658787376,1
Thailand,THA,2016,2.8837,0.0,1.5459998,0.13783772,2763.1172,120.575226,,0,2.915,2.8377,2.67,0.0,0.0,0.0,1.6693997,1.4613998,1.3736997,0.1318818,0.2288203,0.21261503,2775.5615,2760.611,2722.8406,124.83966,130.9055,132.46228,0.2164548589432793,1
Peru,PER,2018,4.2797003,4.2036996,0.0,6.07525,2793.5847,48.63147,,0,4.315,4.2577,4.2671003,4.2274,4.1555996,4.2411995,0.050899506,0.0,0.0,7.314062,7.469328,7.958062,2767.563,2757.1624,2763.741,47.51355,45.38884,45.16277,0.2159065642307739,1
India,IND,2011,1.4113998,0.9416001,1.1321995,27.124691,2391.208,55.62388,,0,1.4928999,1.6868,2.0733001,1.3962,1.5127,1.8185,1.4833996,1.7443995,1.8896997,34.575577,46.424168,47.482635,2345.2673,2205.626,2266.514,46.27287,37.503815,19.651539,0.21345235260487258,1
Greece,GRC,2015,2.225,0.0,0.28209877,1.9816222,3402.749,65.271645,,0,2.3834,2.3523,2.465,0.0,0.0,0.0,0.89409924,0.9635992,1.8673992,1.96773,1.5242863,2.1395428,3435.629,3506.883,3490.9165,66.43353,62.954727,62.39421,0.21200628155171125,1
Portugal,PRT,2013,1.6165,0.13509941,3.3301,1.0437044,3444.4548,78.0305,,0,2.3034,2.1798,1.9495001,0.14579964,0.34599972,1.5204997,3.3005,3.4144998,3.4547,0.8823911,0.62357557,0.21967499,3463.491,3493.823,3514.5735,75.94111,73.007576,67.68924,0.21043325383581024,1
Thailand,THA,2020,2.8915,0.0,1.6202998,0.06304341,2850.377,97.80074,,0,2.8989,2.8894,2.8481,0.0,0.0,0.0,1.6036,1.4819999,1.4509997,0.13463362,0.10643604,0.10010591,2800.5254,2777.0461,2751.8616,109.689514,120.841866,120.891426,0.20775358714611114,1
Chile,CHL,2011,0.0,0.0,3.8501,1.6561191,2902.8323,72.48164,,0,1.4390998,1.0598998,1.1969995,0.06440067,0.0,0.5622997,3.6637,3.3103995,4.0506997,2.6483011,3.3363516,7.940843,2888.9856,2956.2485,2885.8123,66.68603,73.71163,65.69342,0.20532517675631565,1
India,IND,2009,1.4928999,1.3962,1.4833996,34.575577,2345.2673,46.27287,,0,1.6868,2.0733001,2.4838,1.5127,1.8185,2.3912,1.7443995,1.8896997,2.5208995,46.424168,47.482635,51.78026,2205.626,2266.514,2192.8723,37.503815,19.651539,12.584814,0.20424902841023318,1
Paraguay,PRY,2014,3.15,1.0300002,0.2699995,4.26679,3136.7341,69.083725,,0,2.05,2.049,2.1451,1.0300002,1.9350002,1.1101999,0.6699996,2.0199995,1.7763996,4.1128507,6.437838,8.943326,3122.524,3060.0212,3122.53,73.36987,74.76496,78.49213,0.20347437426975423,1
Portugal,PRT,2014,1.3143001,0.11689949,3.4808998,0.77669626,3402.7085,80.22067,,0,1.6165,2.3034,2.1798,0.13509941,0.14579964,0.34599972,3.3301,3.3005,3.4144998,1.0437044,0.8823911,0.62357557,3444.4548,3463.491,3493.823,78.0305,75.94111,73.007576,0.20268582388246814,1
Greece,GRC,2005,2.7242,0.0,1.9540992,0.44705588,3612.8474,50.355534,,0,2.6543,3.1224,2.7868001,0.0,0.0,0.0,2.2561994,2.392799,1.9916997,0.9122613,0.55922097,0.24176355,3748.7698,3688.964,3684.3486,49.825317,47.894314,50.053337,0.2016137619600985,1
Italy,ITA,1991,2.0406,2.5376,3.2125998,0.228989,3633.9133,33.800533,,0,3.0316002,2.5110002,2.6472,1.8920999,2.2988997,2.2568998,3.1938992,3.6271996,3.3055997,0.0,1.1774479,0.24690011,3545.4692,3519.731,3490.884,36.967567,35.48083,36.08019,0.19845377388213922,1
Thailand,THA,2019,2.8989,0.0,1.6036,0.13463362,2800.5254,109.689514,,0,2.8894,2.8481,2.8837,0.0,0.0,0.0,1.4819999,1.4509997,1.5459998,0.10643604,0.10010591,0.13783772,2777.0461,2751.8616,2763.1172,120.841866,120.891426,120.575226,0.195025165024063,1
Italy,ITA,2016,1.3470001,0.0,2.4602995,1.7778952,3522.0305,54.432148,,0,1.622,1.7393,1.7059,0.074599266,0.0,1.101099,2.5614996,2.9251995,2.6057992,2.0502882,1.4488131,1.6131835,3521.3325,3514.61,3638.0947,55.435684,54.45453,54.034184,0.19497347093781123,1
Spain,ESP,1997,2.3901997,0.8699007,2.5404997,0.9859978,3235.0332,51.22714,,0,1.6383996,3.1639,2.4556997,1.4892006,2.7741003,3.1634002,2.3862,3.3240995,3.2590995,1.4911164,1.4823424,1.2453303,3296.649,3166.2598,3258.6807,46.297752,44.830627,41.69588,0.1944813618813348,1
Greece,GRC,2018,2.4773998,0.0,2.0225992,0.15987666,3362.5237,79.23799,,0,2.2016,2.2372,2.225,0.0,0.0,0.0,1.0942993,0.7291994,0.28209877,1.0717372,1.3920056,1.9816222,3371.8284,3344.9326,3402.749,70.8825,63.65755,65.271645,0.19400165968634658,1
Portugal,PRT,2015,1.3568001,0.0,2.9545999,0.7302582,3463.7383,80.634674,,0,1.3143001,1.6165,2.3034,0.11689949,0.13509941,0.14579964,3.4808998,3.3301,3.3005,0.77669626,1.0437044,0.8823911,3402.7085,3444.4548,3463.491,80.22067,78.0305,75.94111,0.18849478016850146,1
Greece,GRC,2016,2.2372,0.0,0.7291994,1.3920056,3344.9326,63.65755,,0,2.225,2.3834,2.3523,0.0,0.0,0.0,0.28209877,0.89409924,0.9635992,1.9816222,1.96773,1.5242863,3402.749,3435.629,3506.883,65.271645,66.43353,62.954727,0.18762658289083614,1
